wX,wY,wZ,aX,aY,aZ
1.0986328,0.1831055,-0.6713867,-0.0261230,-0.0062256,0.9709473
1.0375977,0.2441406,-0.5493164,-0.0250244,-0.0053711,0.9699707
1.1596680,0.3051758,-0.6103516,-0.0247803,-0.0054932,0.9694824
1.0986328,0.3662109,-0.5493164,-0.0238037,-0.0032959,0.9692383
1.3427734,0.2441406,-0.6103516,-0.0240479,-0.0034180,0.9693604
1.1596680,0.1831055,-0.4882812,-0.0255127,-0.0031738,0.9750977
1.2207031,0.1831055,-0.4882812,-0.0277100,-0.0028076,0.9694824
1.2207031,0.1831055,-0.4882812,-0.0267334,-0.0075684,0.9704590
1.0986328,0.3051758,-0.3662109,-0.0261230,-0.0095215,0.9720459
1.1596680,0.3051758,-0.4882812,-0.0260010,-0.0102539,0.9670410
1.0986328,0.1220703,-0.4882812,-0.0262451,-0.0084229,0.9703369
1.0986328,0.1220703,-0.4272461,-0.0264893,-0.0039063,0.9711914
1.0986328,0.1831055,-0.3662109,-0.0260010,-0.0018311,0.9699707
1.0986328,0.3051758,-0.3051758,-0.0239258,-0.0023193,0.9705811
1.2817383,0.1831055,-0.4882812,-0.0234375,-0.0018311,0.9682617
1.2817383,0.2441406,-0.5493164,-0.0240479,-0.0014648,0.9708252
1.1596680,0.1831055,-0.5493164,-0.0251465,-0.0039063,0.9713135
1.1596680,0.1831055,-0.6103516,-0.0274658,-0.0058594,0.9694824
1.1596680,0.2441406,-0.6103516,-0.0270996,-0.0089111,0.9718018
1.2207031,0.2441406,-0.4272461,-0.0263672,-0.0092773,0.9685059
1.2207031,0.3051758,-0.4272461,-0.0244141,-0.0086670,0.9716797
1.2817383,0.2441406,-0.4272461,-0.0252686,-0.0080566,0.9721680
1.0986328,0.1220703,-0.4882812,-0.0266113,-0.0037842,0.9699707
1.2207031,0.1220703,-0.3051758,-0.0253906,-0.0025635,0.9708252
1.1596680,0.2441406,-0.4272461,-0.0236816,-0.0006104,0.9709473
1.2207031,0.2441406,-0.3662109,-0.0245361,-0.0017090,0.9686279
0.9155273,0.2441406,-0.6103516,-0.0257568,-0.0034180,0.9716797
1.0375977,0.0610352,-0.5493164,-0.0252686,-0.0050049,0.9699707
1.0986328,0.0610352,-0.6713867,-0.0256348,-0.0054932,0.9739990
1.2817383,0.3662109,-0.5493164,-0.0256348,-0.0064697,0.9720459
1.0375977,0.1220703,-0.6103516,-0.0270996,-0.0083008,0.9691162
1.1596680,0.3051758,-0.5493164,-0.0267334,-0.0086670,0.9708252
1.2207031,0.2441406,-0.3662109,-0.0260010,-0.0073242,0.9691162
1.4038086,0.3051758,-0.4882812,-0.0256348,-0.0056152,0.9692383
1.0986328,0.3051758,-0.3051758,-0.0261230,-0.0032959,0.9711914
1.2207031,0.3051758,-0.4272461,-0.0256348,-0.0029297,0.9694824
1.0375977,0.1831055,-0.3662109,-0.0251465,-0.0019531,0.9713135
0.9765625,0.3662109,-0.6103516,-0.0245361,-0.0034180,0.9709473
1.0375977,0.2441406,-0.6103516,-0.0253906,-0.0036621,0.9694824
1.1596680,0.1831055,-0.5493164,-0.0253906,-0.0040283,0.9711914
1.2207031,0.1220703,-0.4882812,-0.0268555,-0.0067139,0.9699707
1.2207031,0.2441406,-0.5493164,-0.0257568,-0.0073242,0.9700928
1.2207031,0.3662109,-0.4882812,-0.0262451,-0.0078125,0.9703369
1.0375977,0.3051758,-0.4272461,-0.0255127,-0.0073242,0.9689941
1.2207031,0.1831055,-0.4272461,-0.0256348,-0.0048828,0.9716797
1.0986328,0.4882812,-0.3662109,-0.0261230,-0.0045166,0.9693604
1.0375977,0.2441406,-0.4272461,-0.0260010,-0.0036621,0.9691162
1.0375977,0.3051758,-0.4272461,-0.0250244,-0.0037842,0.9710693
1.1596680,0.3051758,-0.5493164,-0.0250244,-0.0036621,0.9694824
1.0986328,0.2441406,-0.5493164,-0.0252686,-0.0039063,0.9697266
1.1596680,0.1831055,-0.4882812,-0.0262451,-0.0061035,0.9711914
1.1596680,0.0610352,-0.4882812,-0.0264893,-0.0068359,0.9698486
1.2207031,0.3051758,-0.4882812,-0.0267334,-0.0057373,0.9715576
1.2207031,0.2441406,-0.4882812,-0.0251465,-0.0062256,0.9709473
1.0986328,0.3051758,-0.5493164,-0.0255127,-0.0053711,0.9694824
